First_pokemon,Second_pokemon,Winner,#,Num_of_Wins,Total_battles,Win_rate
694,487,694,7663,,,
83,268,268,7664,,,
273,564,273,7665,,,
605,36,36,7666,,,
615,344,615,7667,,,
639,785,785,7668,,,
251,102,102,7669,,,
267,147,147,7670,,,
2,796,2,7671,,,
621,152,152,7672,,,
730,150,730,7673,,,
42,160,42,7674,,,
778,627,778,7675,,,
657,332,657,7676,,,
445,777,777,7677,,,
160,514,514,7678,,,
422,389,422,7679,,,
316,241,316,7680,,,
791,348,348,7681,,,
780,26,26,7682,,,
250,527,250,7683,,,
625,629,629,7684,,,
40,365,365,7685,,,
679,501,679,7686,,,
651,349,349,7687,,,
111,707,707,7688,,,
567,394,394,7689,,,
524,167,524,7690,,,
212,666,212,7691,,,
607,76,76,7692,,,
410,701,410,7693,,,
457,356,457,7694,,,
626,460,460,7695,,,
580,614,614,7696,,,
69,586,586,7697,,,
615,539,539,7698,,,
530,173,530,7699,,,
561,259,259,7700,,,
6,300,300,7701,,,
87,211,211,7702,,,
414,223,414,7703,,,
636,94,94,7704,,,
55,667,55,7705,,,
486,598,598,7706,,,
414,498,414,7707,,,
6,15,6,7708,,,
628,265,265,7709,,,
377,21,377,7710,,,
60,726,726,7711,,,
533,547,533,7712,,,
19,295,19,7713,,,
353,550,550,7714,,,
95,467,467,7715,,,
245,481,481,7716,,,
460,715,715,7717,,,
142,422,422,7718,,,
174,188,174,7719,,,
116,218,116,7720,,,
703,799,703,7721,,,
232,437,232,7722,,,
280,402,280,7723,,,
126,209,209,7724,,,
200,524,524,7725,,,
592,292,592,7726,,,
190,195,195,7727,,,
698,118,698,7728,,,
50,64,64,7729,,,
196,716,716,7730,,,
461,313,313,7731,,,
448,97,448,7732,,,
401,262,401,7733,,,
255,152,255,7734,,,
403,642,642,7735,,,
360,362,362,7736,,,
510,362,362,7737,,,
724,412,724,7738,,,
141,789,141,7739,,,
355,780,780,7740,,,
392,585,585,7741,,,
70,691,691,7742,,,
142,637,142,7743,,,
424,440,424,7744,,,
530,673,673,7745,,,
87,746,746,7746,,,
233,755,233,7747,,,
293,274,274,7748,,,
339,332,339,7749,,,
3,669,3,7750,,,
189,391,391,7751,,,
39,302,302,7752,,,
602,75,75,7753,,,
39,179,179,7754,,,
749,467,467,7755,,,
89,755,755,7756,,,
632,22,22,7757,,,
349,599,349,7758,,,
170,235,170,7759,,,
775,323,775,7760,,,
186,552,552,7761,,,
317,665,665,7762,,,
675,376,376,7763,,,
485,294,294,7764,,,
127,81,127,7765,,,
616,690,616,7766,,,
319,451,451,7767,,,
362,667,362,7768,,,
418,170,418,7769,,,
619,138,138,7770,,,
777,617,777,7771,,,
340,517,517,7772,,,
410,798,410,7773,,,
5,763,5,7774,,,
180,181,181,7775,,,
249,505,249,7776,,,
130,641,641,7777,,,
375,712,712,7778,,,
707,152,707,7779,,,
781,639,781,7780,,,
379,3,3,7781,,,
703,270,703,7782,,,
598,756,598,7783,,,
460,725,725,7784,,,
159,462,159,7785,,,
438,282,438,7786,,,
778,312,778,7787,,,
428,760,428,7788,,,
5,443,443,7789,,,
48,451,48,7790,,,
681,590,590,7791,,,
300,598,300,7792,,,
281,441,441,7793,,,
488,773,773,7794,,,
548,313,313,7795,,,
311,657,311,7796,,,
337,398,398,7797,,,
298,104,104,7798,,,
551,425,551,7799,,,
62,758,758,7800,,,
160,275,275,7801,,,
111,519,519,7802,,,
177,447,177,7803,,,
31,231,31,7804,,,
290,329,329,7805,,,
346,793,793,7806,,,
634,278,634,7807,,,
679,621,679,7808,,,
762,687,687,7809,,,
654,178,178,7810,,,
313,469,313,7811,,,
20,642,20,7812,,,
94,654,654,7813,,,
453,660,660,7814,,,
23,31,23,7815,,,
730,571,571,7816,,,
75,141,141,7817,,,
105,596,596,7818,,,
648,380,648,7819,,,
152,265,265,7820,,,
111,221,221,7821,,,
524,211,524,7822,,,
276,699,276,7823,,,
281,334,334,7824,,,
692,595,595,7825,,,
542,302,542,7826,,,
130,65,65,7827,,,
590,406,406,7828,,,
207,314,314,7829,,,
10,562,562,7830,,,
263,522,263,7831,,,
161,635,635,7832,,,
651,141,141,7833,,,
704,162,704,7834,,,
453,198,453,7835,,,
138,750,138,7836,,,
798,761,798,7837,,,
138,504,138,7838,,,
231,636,636,7839,,,
232,245,232,7840,,,
650,763,650,7841,,,
713,588,588,7842,,,
288,18,288,7843,,,
696,13,13,7844,,,
413,603,603,7845,,,
712,772,772,7846,,,
643,359,643,7847,,,
268,362,362,7848,,,
607,72,72,7849,,,
335,751,751,7850,,,
542,753,542,7851,,,
287,182,287,7852,,,
549,414,414,7853,,,
434,615,615,7854,,,
238,477,477,7855,,,
295,344,344,7856,,,
50,309,309,7857,,,
163,508,163,7858,,,
74,259,259,7859,,,
704,559,704,7860,,,
244,290,244,7861,,,
708,572,572,7862,,,
13,762,13,7863,,,
400,177,177,7864,,,
519,190,519,7865,,,
164,80,164,7866,,,
672,470,672,7867,,,
326,85,85,7868,,,
107,690,690,7869,,,
371,393,393,7870,,,
397,224,397,7871,,,
60,798,798,7872,,,
240,412,412,7873,,,
201,153,153,7874,,,
760,151,760,7875,,,
75,20,20,7876,,,
778,476,476,7877,,,
192,600,600,7878,,,
552,771,552,7879,,,
182,82,82,7880,,,
606,670,606,7881,,,
450,156,450,7882,,,
346,610,610,7883,,,
449,744,744,7884,,,
11,360,11,7885,,,
434,21,21,7886,,,
725,248,248,7887,,,
460,99,99,7888,,,
216,346,216,7889,,,
446,665,446,7890,,,
91,124,124,7891,,,
319,585,319,7892,,,
725,481,481,7893,,,
308,741,308,7894,,,
5,575,5,7895,,,
312,85,85,7896,,,
215,767,767,7897,,,
371,127,127,7898,,,
264,130,264,7899,,,
304,514,514,7900,,,
579,525,579,7901,,,
40,312,40,7902,,,
733,537,537,7903,,,
633,598,633,7904,,,
718,584,718,7905,,,
177,373,177,7906,,,
795,442,442,7907,,,
791,714,714,7908,,,
5,546,546,7909,,,
706,152,706,7910,,,
272,582,272,7911,,,
56,205,205,7912,,,
340,184,340,7913,,,
728,117,728,7914,,,
413,254,254,7915,,,
22,211,22,7916,,,
659,131,659,7917,,,
714,323,714,7918,,,
257,84,84,7919,,,
233,495,495,7920,,,
623,674,674,7921,,,
777,728,777,7922,,,
253,327,327,7923,,,
382,536,536,7924,,,
75,123,123,7925,,,
290,468,468,7926,,,
638,393,393,7927,,,
646,196,646,7928,,,
394,622,394,7929,,,
207,409,409,7930,,,
223,606,606,7931,,,
316,692,316,7932,,,
711,431,711,7933,,,
790,449,449,7934,,,
784,84,84,7935,,,
82,756,756,7936,,,
257,786,786,7937,,,
82,143,143,7938,,,
335,650,650,7939,,,
661,39,661,7940,,,
382,496,496,7941,,,
351,136,136,7942,,,
666,434,666,7943,,,
626,672,672,7944,,,
687,59,59,7945,,,
331,173,173,7946,,,
476,104,476,7947,,,
390,402,402,7948,,,
304,539,539,7949,,,
781,299,299,7950,,,
409,589,409,7951,,,
254,534,534,7952,,,
728,543,543,7953,,,
599,381,381,7954,,,
790,610,790,7955,,,
309,5,5,7956,,,
703,695,703,7957,,,
344,48,48,7958,,,
488,660,660,7959,,,
277,106,106,7960,,,
674,179,674,7961,,,
365,739,739,7962,,,
724,384,724,7963,,,
201,774,774,7964,,,
662,673,673,7965,,,
130,477,477,7966,,,
420,82,420,7967,,,
202,504,202,7968,,,
538,228,538,7969,,,
165,137,165,7970,,,
528,658,528,7971,,,
593,205,205,7972,,,
310,216,216,7973,,,
634,372,634,7974,,,
170,619,170,7975,,,
258,601,258,7976,,,
766,423,766,7977,,,
339,619,339,7978,,,
380,64,380,7979,,,
601,34,34,7980,,,
391,226,391,7981,,,
89,283,283,7982,,,
735,218,735,7983,,,
395,626,395,7984,,,
463,515,463,7985,,,
22,52,22,7986,,,
620,49,620,7987,,,
440,186,186,7988,,,
284,749,284,7989,,,
193,498,193,7990,,,
146,171,171,7991,,,
575,711,711,7992,,,
159,589,159,7993,,,
315,137,137,7994,,,
62,94,62,7995,,,
643,305,643,7996,,,
650,473,473,7997,,,
299,643,643,7998,,,
637,446,446,7999,,,
453,278,453,8000,,,
143,609,143,8001,,,
310,223,223,8002,,,
380,450,380,8003,,,
220,266,266,8004,,,
145,205,205,8005,,,
395,92,92,8006,,,
356,309,356,8007,,,
609,482,482,8008,,,
792,718,792,8009,,,
702,680,702,8010,,,
428,225,428,8011,,,
190,371,371,8012,,,
663,47,663,8013,,,
752,541,541,8014,,,
568,56,56,8015,,,
129,443,443,8016,,,
678,776,776,8017,,,
2,733,2,8018,,,
698,615,698,8019,,,
427,386,427,8020,,,
425,126,425,8021,,,
157,298,157,8022,,,
258,432,432,8023,,,
635,662,635,8024,,,
715,24,24,8025,,,
633,379,633,8026,,,
145,625,625,8027,,,
510,338,338,8028,,,
202,49,202,8029,,,
535,182,535,8030,,,
169,764,169,8031,,,
59,785,785,8032,,,
439,107,107,8033,,,
59,142,59,8034,,,
288,560,288,8035,,,
440,762,440,8036,,,
586,745,586,8037,,,
499,88,499,8038,,,
558,613,613,8039,,,
626,557,557,8040,,,
750,675,675,8041,,,
370,25,25,8042,,,
582,332,582,8043,,,
294,664,664,8044,,,
23,613,23,8045,,,
371,190,371,8046,,,
370,586,586,8047,,,
682,296,682,8048,,,
205,309,205,8049,,,
552,218,552,8050,,,
747,370,747,8051,,,
445,661,445,8052,,,
453,392,453,8053,,,
49,301,301,8054,,,
645,648,648,8055,,,
265,215,265,8056,,,
675,330,330,8057,,,
568,742,568,8058,,,
224,295,295,8059,,,
266,352,352,8060,,,
18,148,148,8061,,,
493,196,493,8062,,,
68,451,451,8063,,,
405,89,405,8064,,,
25,39,25,8065,,,
274,84,274,8066,,,
642,395,642,8067,,,
105,788,788,8068,,,
619,40,40,8069,,,
514,163,163,8070,,,
561,86,561,8071,,,
766,76,766,8072,,,
783,14,783,8073,,,
593,687,687,8074,,,
428,161,428,8075,,,
738,399,738,8076,,,
225,335,225,8077,,,
223,427,427,8078,,,
403,763,403,8079,,,
685,241,685,8080,,,
752,165,165,8081,,,
45,394,394,8082,,,
561,594,561,8083,,,
629,13,629,8084,,,
240,286,286,8085,,,
667,602,602,8086,,,
171,372,171,8087,,,
131,684,131,8088,,,
454,435,454,8089,,,
349,449,349,8090,,,
611,769,611,8091,,,
727,515,727,8092,,,
784,81,784,8093,,,
508,54,508,8094,,,
397,796,397,8095,,,
761,463,761,8096,,,
376,790,790,8097,,,
29,174,174,8098,,,
729,453,453,8099,,,
247,780,247,8100,,,
272,355,272,8101,,,
541,627,541,8102,,,
14,84,84,8103,,,
514,348,348,8104,,,
181,517,181,8105,,,
654,647,647,8106,,,
464,373,373,8107,,,
279,430,430,8108,,,
438,114,438,8109,,,
510,22,22,8110,,,
120,158,120,8111,,,
742,20,20,8112,,,
598,595,598,8113,,,
123,334,123,8114,,,
667,726,726,8115,,,
760,408,760,8116,,,
795,15,795,8117,,,
371,429,429,8118,,,
70,254,70,8119,,,
349,607,349,8120,,,
357,422,422,8121,,,
221,780,780,8122,,,
381,638,638,8123,,,
538,557,557,8124,,,
599,352,352,8125,,,
229,562,229,8126,,,
490,13,490,8127,,,
511,170,170,8128,,,
238,268,268,8129,,,
55,647,55,8130,,,
354,685,685,8131,,,
694,638,694,8132,,,
150,47,47,8133,,,
561,707,707,8134,,,
58,643,643,8135,,,
328,186,186,8136,,,
30,672,30,8137,,,
311,356,311,8138,,,
570,367,570,8139,,,
439,521,521,8140,,,
414,658,414,8141,,,
499,152,499,8142,,,
444,482,444,8143,,,
294,777,777,8144,,,
729,705,705,8145,,,
318,767,767,8146,,,
434,526,526,8147,,,
678,397,397,8148,,,
184,105,184,8149,,,
787,629,629,8150,,,
114,185,185,8151,,,
217,435,435,8152,,,
278,286,286,8153,,,
641,565,565,8154,,,
708,125,125,8155,,,
96,15,15,8156,,,
1,324,1,8157,,,
498,132,132,8158,,,
167,461,167,8159,,,
438,133,438,8160,,,
584,522,522,8161,,,
559,515,559,8162,,,
656,555,656,8163,,,
48,413,413,8164,,,
364,247,247,8165,,,
531,275,275,8166,,,
158,562,158,8167,,,
541,662,541,8168,,,
771,643,643,8169,,,
22,541,541,8170,,,
60,145,145,8171,,,
516,243,243,8172,,,
517,169,169,8173,,,
705,711,705,8174,,,
205,218,205,8175,,,
279,402,279,8176,,,
696,731,731,8177,,,
263,547,263,8178,,,
405,157,157,8179,,,
624,116,624,8180,,,
732,86,86,8181,,,
507,325,507,8182,,,
468,291,291,8183,,,
800,132,132,8184,,,
513,379,513,8185,,,
590,303,590,8186,,,
505,245,505,8187,,,
461,309,309,8188,,,
694,345,694,8189,,,
97,34,34,8190,,,
317,260,260,8191,,,
245,494,245,8192,,,
243,459,243,8193,,,
748,123,748,8194,,,
527,725,527,8195,,,
213,42,213,8196,,,
179,289,179,8197,,,
427,403,427,8198,,,
211,207,211,8199,,,
648,606,606,8200,,,
277,300,300,8201,,,
62,48,48,8202,,,
6,25,6,8203,,,
167,229,229,8204,,,
641,608,608,8205,,,
623,427,427,8206,,,
557,213,557,8207,,,
663,106,663,8208,,,
682,637,682,8209,,,
432,373,432,8210,,,
459,282,282,8211,,,
520,54,520,8212,,,
136,352,136,8213,,,
636,640,636,8214,,,
593,783,783,8215,,,
250,59,59,8216,,,
335,202,202,8217,,,
21,74,21,8218,,,
187,560,560,8219,,,
133,129,133,8220,,,
551,219,551,8221,,,
53,461,461,8222,,,
251,282,282,8223,,,
765,444,444,8224,,,
138,521,138,8225,,,
70,49,70,8226,,,
293,478,478,8227,,,
750,311,750,8228,,,
465,760,465,8229,,,
89,136,136,8230,,,
204,61,61,8231,,,
733,381,381,8232,,,
244,707,707,8233,,,
667,602,602,8234,,,
599,187,187,8235,,,
795,177,795,8236,,,
776,154,154,8237,,,
23,41,23,8238,,,
325,218,325,8239,,,
43,406,406,8240,,,
507,761,507,8241,,,
733,734,733,8242,,,
768,799,799,8243,,,
313,23,23,8244,,,
531,205,205,8245,,,
302,433,433,8246,,,
247,40,40,8247,,,
340,438,340,8248,,,
154,575,154,8249,,,
366,462,366,8250,,,
457,359,359,8251,,,
737,792,792,8252,,,
786,691,786,8253,,,
620,390,620,8254,,,
306,417,306,8255,,,
393,764,393,8256,,,
735,684,735,8257,,,
664,282,664,8258,,,
733,719,719,8259,,,
150,616,616,8260,,,
331,171,171,8261,,,
148,104,104,8262,,,
304,629,629,8263,,,
460,472,472,8264,,,
399,341,341,8265,,,
54,349,349,8266,,,
690,552,552,8267,,,
525,88,525,8268,,,
39,637,39,8269,,,
634,54,634,8270,,,
174,547,547,8271,,,
4,620,4,8272,,,
263,178,263,8273,,,
221,745,745,8274,,,
542,727,727,8275,,,
155,8,155,8276,,,
150,457,150,8277,,,
420,680,420,8278,,,
301,31,301,8279,,,
339,668,339,8280,,,
715,64,715,8281,,,
184,367,184,8282,,,
734,53,53,8283,,,
504,587,587,8284,,,
323,425,425,8285,,,
750,274,274,8286,,,
759,279,279,8287,,,
738,692,692,8288,,,
378,253,253,8289,,,
428,672,428,8290,,,
578,664,664,8291,,,
45,421,421,8292,,,
656,476,476,8293,,,
738,708,738,8294,,,
508,616,616,8295,,,
268,616,616,8296,,,
274,61,274,8297,,,
359,342,342,8298,,,
707,140,707,8299,,,
165,532,532,8300,,,
439,532,532,8301,,,
534,40,534,8302,,,
780,732,732,8303,,,
607,585,585,8304,,,
530,169,169,8305,,,
115,454,115,8306,,,
325,249,249,8307,,,
196,325,196,8308,,,
352,335,335,8309,,,
687,660,687,8310,,,
48,435,48,8311,,,
609,446,446,8312,,,
423,410,410,8313,,,
49,698,698,8314,,,
492,18,492,8315,,,
68,434,68,8316,,,
456,508,508,8317,,,
772,267,772,8318,,,
450,672,450,8319,,,
486,710,710,8320,,,
719,119,119,8321,,,
422,191,422,8322,,,
307,251,307,8323,,,
133,351,133,8324,,,
107,705,705,8325,,,
780,283,283,8326,,,
333,369,369,8327,,,
140,246,140,8328,,,
706,768,706,8329,,,
585,228,228,8330,,,
475,34,475,8331,,,
594,596,596,8332,,,
84,221,84,8333,,,
397,10,397,8334,,,
703,348,703,8335,,,
679,494,679,8336,,,
434,758,758,8337,,,
452,358,358,8338,,,
597,689,689,8339,,,
680,54,54,8340,,,
331,30,331,8341,,,
693,738,693,8342,,,
665,71,71,8343,,,
761,151,151,8344,,,
544,16,544,8345,,,
368,325,368,8346,,,
524,252,524,8347,,,
253,332,253,8348,,,
29,630,630,8349,,,
673,389,673,8350,,,
308,105,308,8351,,,
114,704,704,8352,,,
121,135,121,8353,,,
514,765,765,8354,,,
745,167,745,8355,,,
757,553,553,8356,,,
670,697,697,8357,,,
791,266,791,8358,,,
230,664,230,8359,,,
599,42,42,8360,,,
143,617,143,8361,,,
597,439,597,8362,,,
442,218,442,8363,,,
120,309,309,8364,,,
793,363,793,8365,,,
789,52,789,8366,,,
751,389,389,8367,,,
750,757,757,8368,,,
600,1,600,8369,,,
313,692,313,8370,,,
324,57,57,8371,,,
140,148,148,8372,,,
702,554,702,8373,,,
329,651,651,8374,,,
585,493,493,8375,,,
275,361,275,8376,,,
149,347,347,8377,,,
662,146,146,8378,,,
268,731,731,8379,,,
396,423,423,8380,,,
17,747,747,8381,,,
542,138,138,8382,,,
165,388,165,8383,,,
619,69,619,8384,,,
287,382,382,8385,,,
344,172,172,8386,,,
280,715,715,8387,,,
129,259,259,8388,,,
661,530,530,8389,,,
225,464,464,8390,,,
646,277,646,8391,,,
548,157,157,8392,,,
568,126,568,8393,,,
541,416,541,8394,,,
730,543,543,8395,,,
670,497,497,8396,,,
672,157,157,8397,,,
531,285,285,8398,,,
579,212,212,8399,,,
265,72,72,8400,,,
447,580,580,8401,,,
385,118,385,8402,,,
204,664,204,8403,,,
205,385,205,8404,,,
133,771,133,8405,,,
614,61,614,8406,,,
179,152,179,8407,,,
377,585,377,8408,,,
341,647,341,8409,,,
265,353,265,8410,,,
649,709,709,8411,,,
286,35,286,8412,,,
519,778,519,8413,,,
430,645,430,8414,,,
700,320,700,8415,,,
178,601,178,8416,,,
120,337,337,8417,,,
203,764,764,8418,,,
518,167,518,8419,,,
638,406,406,8420,,,
289,457,457,8421,,,
115,432,432,8422,,,
666,423,423,8423,,,
578,638,638,8424,,,
83,132,83,8425,,,
351,606,606,8426,,,
600,597,600,8427,,,
251,213,213,8428,,,
192,725,725,8429,,,
361,222,361,8430,,,
532,519,519,8431,,,
681,272,272,8432,,,
571,202,202,8433,,,
588,754,588,8434,,,
467,325,467,8435,,,
346,364,364,8436,,,
112,513,513,8437,,,
613,389,613,8438,,,
206,406,406,8439,,,
448,560,560,8440,,,
219,168,219,8441,,,
505,182,505,8442,,,
448,304,448,8443,,,
263,14,263,8444,,,
412,746,746,8445,,,
157,786,786,8446,,,
695,476,476,8447,,,
198,798,798,8448,,,
443,429,429,8449,,,
689,139,139,8450,,,
105,610,610,8451,,,
361,57,57,8452,,,
63,716,63,8453,,,
736,428,428,8454,,,
164,323,164,8455,,,
31,364,31,8456,,,
280,714,714,8457,,,
83,527,527,8458,,,
455,624,455,8459,,,
685,23,23,8460,,,
525,478,478,8461,,,
515,304,515,8462,,,
213,326,326,8463,,,
548,652,548,8464,,,
780,359,359,8465,,,
482,460,482,8466,,,
34,8,8,8467,,,
570,558,570,8468,,,
14,570,570,8469,,,
247,196,247,8470,,,
394,333,394,8471,,,
660,258,660,8472,,,
8,722,8,8473,,,
325,707,707,8474,,,
426,70,70,8475,,,
270,708,270,8476,,,
156,423,423,8477,,,
15,123,123,8478,,,
616,684,684,8479,,,
527,328,328,8480,,,
539,747,747,8481,,,
472,583,583,8482,,,
502,223,223,8483,,,
245,178,245,8484,,,
800,573,800,8485,,,
174,764,764,8486,,,
337,701,701,8487,,,
206,32,32,8488,,,
760,775,760,8489,,,
575,123,575,8490,,,
290,736,736,8491,,,
458,27,27,8492,,,
171,689,171,8493,,,
545,19,545,8494,,,
87,457,457,8495,,,
314,161,314,8496,,,
739,720,720,8497,,,
513,35,513,8498,,,
379,493,493,8499,,,
5,84,84,8500,,,
697,778,778,8501,,,
258,686,258,8502,,,
558,69,69,8503,,,
694,118,694,8504,,,
547,598,547,8505,,,
631,83,631,8506,,,
760,307,307,8507,,,
485,764,764,8508,,,
402,305,305,8509,,,
627,159,627,8510,,,
273,789,789,8511,,,
485,667,667,8512,,,
20,47,20,8513,,,
622,8,8,8514,,,
221,570,570,8515,,,
495,103,495,8516,,,
621,310,621,8517,,,
692,711,711,8518,,,
759,719,759,8519,,,
214,260,214,8520,,,
634,411,634,8521,,,
164,269,164,8522,,,
513,637,513,8523,,,
324,593,593,8524,,,
462,773,773,8525,,,
278,481,481,8526,,,
490,427,427,8527,,,
360,86,86,8528,,,
107,99,99,8529,,,
141,320,141,8530,,,
794,557,557,8531,,,
497,336,336,8532,,,
663,123,663,8533,,,
390,741,741,8534,,,
482,664,664,8535,,,
658,27,658,8536,,,
412,518,518,8537,,,
451,119,451,8538,,,
668,232,232,8539,,,
235,203,203,8540,,,
568,276,276,8541,,,
754,660,754,8542,,,
745,351,745,8543,,,
495,135,135,8544,,,
302,314,314,8545,,,
84,11,84,8546,,,
681,785,785,8547,,,
744,488,488,8548,,,
411,329,329,8549,,,
401,654,401,8550,,,
728,114,728,8551,,,
544,628,544,8552,,,
3,606,606,8553,,,
129,480,480,8554,,,
11,274,274,8555,,,
749,791,749,8556,,,
462,65,65,8557,,,
382,182,182,8558,,,
709,743,709,8559,,,
147,442,147,8560,,,
592,742,742,8561,,,
190,154,154,8562,,,
175,762,175,8563,,,
285,432,285,8564,,,
607,326,326,8565,,,
230,756,230,8566,,,
627,535,535,8567,,,
132,382,132,8568,,,
484,423,423,8569,,,
793,449,793,8570,,,
1,385,1,8571,,,
579,800,800,8572,,,
633,724,633,8573,,,
473,424,424,8574,,,
589,269,269,8575,,,
229,369,369,8576,,,
36,657,657,8577,,,
284,239,284,8578,,,
522,239,522,8579,,,
396,224,224,8580,,,
136,681,136,8581,,,
16,107,16,8582,,,
356,185,185,8583,,,
406,520,406,8584,,,
502,408,502,8585,,,
378,629,629,8586,,,
712,647,712,8587,,,
692,463,692,8588,,,
575,665,575,8589,,,
377,120,377,8590,,,
299,712,712,8591,,,
23,214,23,8592,,,
547,99,547,8593,,,
421,612,612,8594,,,
680,92,680,8595,,,
431,424,424,8596,,,
288,18,288,8597,,,
562,558,562,8598,,,
314,500,314,8599,,,
401,179,179,8600,,,
285,185,185,8601,,,
451,502,451,8602,,,
355,603,603,8603,,,
656,576,576,8604,,,
103,159,103,8605,,,
703,223,703,8606,,,
377,31,31,8607,,,
747,318,747,8608,,,
15,602,602,8609,,,
761,8,8,8610,,,
7,461,7,8611,,,
784,509,509,8612,,,
313,428,428,8613,,,
629,125,629,8614,,,
619,377,377,8615,,,
686,279,279,8616,,,
800,511,800,8617,,,
264,403,264,8618,,,
38,62,62,8619,,,
454,723,723,8620,,,
451,229,451,8621,,,
392,454,392,8622,,,
570,689,570,8623,,,
378,743,743,8624,,,
39,286,286,8625,,,
212,416,212,8626,,,
169,461,169,8627,,,
564,203,203,8628,,,
218,666,666,8629,,,
75,176,75,8630,,,
207,349,349,8631,,,
136,318,136,8632,,,
699,431,699,8633,,,
421,176,421,8634,,,
28,711,28,8635,,,
60,698,698,8636,,,
471,64,64,8637,,,
172,267,172,8638,,,
433,344,344,8639,,,
641,260,260,8640,,,
665,437,437,8641,,,
93,86,93,8642,,,
201,671,671,8643,,,
203,730,730,8644,,,
8,154,154,8645,,,
469,288,288,8646,,,
60,663,663,8647,,,
210,797,797,8648,,,
743,319,319,8649,,,
71,716,71,8650,,,
252,461,252,8651,,,
639,227,227,8652,,,
774,753,774,8653,,,
519,473,519,8654,,,
194,288,288,8655,,,
130,69,69,8656,,,
442,138,138,8657,,,
709,650,709,8658,,,
463,136,136,8659,,,
659,318,318,8660,,,
462,303,462,8661,,,
181,10,181,8662,,,
515,684,684,8663,,,
221,123,123,8664,,,
758,716,716,8665,,,
43,439,43,8666,,,
191,268,268,8667,,,
203,405,405,8668,,,
231,343,343,8669,,,
115,696,115,8670,,,
300,206,206,8671,,,
596,643,643,8672,,,
269,216,216,8673,,,
31,268,31,8674,,,
184,308,184,8675,,,
608,224,224,8676,,,
177,674,674,8677,,,
96,609,609,8678,,,
238,407,407,8679,,,
334,457,334,8680,,,
467,572,467,8681,,,
641,464,464,8682,,,
669,194,194,8683,,,
